ID,Category,Text
939,Racist Language,"I have been trying to be patient and nice for way too long, but I have had enough. I do not want to be served by people who are not from here because they always make too many mistakes, they are so slow, and they have a terrible accent, they cannot communicate properly which is why I am requesting that they will hire only local people, so I do not have to deal with all of the chaos and issues. It is always the same thing when I have to talk to the staff members that are not from around here because they cannot do anything correctly and they always make my life harder than it needs to be, which is not fair to me."
940,Racist Language,"I do not understand why they refuse to listen. They should have been more respectful and hire staff members who have been living here for a long time so that we will not have to deal with so many issues because they understand the local language and they are much better at their job. They should just be done with hiring people who always have such a difficult accent and do not know how to do their jobs. I have never had a good experience with people who are not from here so I would appreciate if they would only focus on the staff who are local. I am so frustrated with always having to repeat myself because it’s a waste of time for all of us."
941,Dangerous Language,"I am about to take action and do something terrible because they have made me so furious and I cannot handle this anymore. I will make them all pay for the terrible way that they have been treating me. They should have been more careful with their actions, they have crossed the wrong person and I am about to unleash my anger upon them so they should all be very scared because I have been too kind and now I am not going to be responsible for what I am about to do, they will regret this choice."
942,Dangerous Language,"They have made a very big mistake. I am warning them now that they have pushed me way too far, and they are about to face their consequences for all of their terrible actions, they have disrespected me, and I will make sure that they never get away with it. I am going to get my revenge on them and I will not be kind to them at all because they do not deserve my kindness. They have made a dangerous enemy out of me and they will never forget the day that they decided to make me this angry because I will not stop until they have all suffered as much as I have been suffering because it is what they deserve."
943,Dangerous Language,"They should start to get ready because I am about to take things to the next level and they will regret ever disrespecting me because I will not forgive them for the way that they have been treating me and for all the lies that they have been telling. I am done being nice to them because they do not deserve it at all. I am so furious that I am not responsible for my actions and I am about to make them see how terrible they have been and they will not like the punishment that I have in store for them because they have no idea what I am truly capable of. They have messed with the wrong person and they should be afraid because it is too late now."
944,Dangerous Language,"I am done being kind and polite because they do not deserve my respect because they have not been showing me any respect and they have made me so angry that I am about to make them all pay the biggest price they have ever seen. I will not stop until they have all suffered enough for the pain that they have caused me. I am warning them right now that they should be very careful about what they are going to do next, because I am no longer in control of my emotions and I am ready to show them what real anger and pain truly mean and they will not like what is coming their way. They have been warned way too many times but they did not listen which is why they are going to get exactly what they deserve."
945,Dangerous Language,"They have crossed a very dangerous line and now they have to suffer the consequences of their actions, I am warning them that they will all regret what they have done to me because I have been too patient and polite and I am done trying to be nice because they clearly do not deserve it. They are about to experience the true meaning of fear because I will not hold back anymore, and I will get my revenge and it will not be pretty because I will make them all pay the biggest price that they could ever imagine and it will never be forgotten. They have been playing games for way too long, and now I am going to show them who they were messing with all along and that I am someone to be feared and they should have just listened to all of my warnings."
946,Hate Speech,"They do not know how to do their jobs properly and they never help with anything. I have never met a group of people that are as useless and greedy and that make me want to throw up because they are always trying to make our lives a nightmare and they clearly want to take all of our money for themselves because they are a bunch of heartless liars. I will make sure to tell everyone to never use this bank because they will treat you like garbage. They should be put in jail for what they do, they make everyone suffer. They are the most terrible people that have ever existed and they should be ashamed of what they have done."
947,Hate Speech,"I am so done with this bank; they are so useless, and they always make things as difficult as possible and they want to see us all suffer. They are all heartless people, and they do not care about anyone other than themselves. They are so greedy and are always trying to take as much of our money as they possibly can, they should all be ashamed for how bad they treat us. I wish that I could do something to make them suffer just as much as they make us suffer. They should be punished for how terrible they are to us all. I am going to do everything I possibly can to make sure that they lose all of their power and that they are never going to be able to have a job where they have to interact with people again."
948,Hate Speech,"I can’t stand the people who work here. They do not know how to do their jobs, and they make everything as difficult as they possibly can and they do not deserve to be working in a bank where they have to interact with people because they have a horrible attitude and they never want to help anyone, which makes them just a bunch of terrible people who have no respect for all of us. They should be put in jail for what they have done because they are trying to steal our money and they do not care about any of our problems or concerns. They clearly just want to make us suffer and that is why I wish they could just feel what it’s like to be treated so poorly because they are the worst group of people I have ever encountered."
949,Hate Speech,"I am so tired of dealing with this awful bank, they are always trying to find new ways to make our lives more difficult. I have lost all of my patience because they never listen and always make mistakes, they should be fired and should never have a job again because they are all greedy and heartless people and they are trying to take advantage of all of us, and they do not care that we are suffering because they do not have any empathy for anyone. I am done being nice. They always make us feel like we are stupid when we are just trying to understand and get our issues solved. I am warning everyone to stay as far away as they can from this mess because it is not going to be a good experience at all."
950,Hate Speech,"They have no idea how to do their jobs, they clearly hate all of us, and are always trying to make things worse for us because they enjoy seeing people suffer. They make my life miserable. They do not care about our problems, and they are never listening to what we are trying to explain to them. They are thieves and liars, and they do not care about anything other than stealing all of our money. They are awful. I wish that they could all get the worst punishment imaginable, because they are clearly a bunch of heartless and evil people and are always trying to do everything in their power to make our lives as miserable as possible, which is why they should be ashamed of themselves, they are a disgrace."
951,Racist Language,"I just want to be served by staff who are local because I am tired of having to repeat myself and talk to people who do not understand our language. They always make everything more confusing and difficult than it needs to be because of their accents, which is why I want to make it clear that I do not want to work with people that are not from around here because they are never able to help with anything without causing too much frustration and pain. I just want to have someone who can do their job properly and without making mistakes and who knows how to treat a client with some respect."
952,Racist Language,"I am not trying to be rude but I have always felt much more comfortable with people who are from around here and who do not make it impossible to understand them, they are always more capable and do not create any problems and have a normal accent and know how to do their job correctly, the staff who are not from here always have problems and they do not want to listen and they make me want to scream because they never understand what I am trying to explain to them which means that it would be better if they would hire staff that are from this area. They are always causing me problems by being too slow and confusing, I can’t handle it."
953,Racist Language,"I always have to repeat myself over and over again to people who cannot speak English properly, they have such heavy accents that it is very difficult to understand them. I am just trying to get my problems solved as easily as possible without having to spend hours trying to explain what I am trying to say. I do not understand why they keep hiring people who cannot speak properly, they should focus on hiring local people only, who are able to communicate and solve my problems without giving me too many problems. They clearly do not know how to do their job because they make so many errors, so they should just be fired and replaced by local staff, who are much more efficient."
954,Racist Language,"I am requesting that I no longer want to be served by staff who do not speak English properly and who are always making too many mistakes, I am tired of dealing with this and I am getting frustrated with the language barriers that make it too hard to understand them because of their terrible accents. I should always have a right to choose the person that will serve me and I have made the choice to only work with local staff members because they will always be able to help me so much easier and faster and they do not cause me all the stress that the other staff always do by being so slow and not understanding my issues. This is why I am making it very clear that they should only hire local staff from now on because the others are just a joke."
955,Racist Language,"I do not trust people who are not from this country, and I do not like how they talk, their accents make it impossible for me to understand what they are saying, and I always feel like they are doing this on purpose, and they always make mistakes and they never know how to do their jobs correctly, which means they should just leave because they are useless. I have had enough of them and I will only work with local people from now on because it is much easier for me to communicate with them and they will also be able to actually do their job correctly and without causing more problems and confusion. They are never listening to me, and it is making me furious because it is very hard to repeat myself all the time for people who should have studied before coming here."
956,Dangerous Language,"I have been trying to warn them for way too long, and they have decided to ignore me, which is why I am now giving them their last chance to be careful because I am about to lose control, and they are all going to have to pay for what they have done. They should not have messed with me and they should have been more respectful and polite, but they decided to disrespect me and my money. I am done being nice and they will never see any of my kindness again, they are going to experience all of my anger and they will all suffer very soon for all the choices they have made and the big mistake that they have made by crossing the wrong person."
957,Dangerous Language,"I am telling them that I am about to unleash all of my anger on them, and they will have to face the consequences. I will make them all pay for what they have done. They pushed me past my limits and I am now done trying to be nice. They have been playing games for too long, and now they will have to suffer for every single bad choice they have made. They will have to experience my wrath, and they will never forget this day because it is about to become the worst day of their lives. They will not get away with disrespecting me and my money. They will all regret messing with me. They have been warned but they did not listen, and now they will all face my fury and there is no way for them to escape the punishment that they are about to receive."
958,Dangerous Language,"They have been playing games with me and they have made a very big mistake that they will never be able to take back, I am giving them one last warning to be afraid because I am about to make them pay for all of the terrible things they have done to me. I am done being patient because they did not deserve my kindness, they have been disrespecting me and my money for way too long, and I will make them feel all of my rage and they will wish that they would have listened when I told them to be careful because now I will unleash all of my power on them and I will make them pay for every single minute of my suffering because they are going to have a nightmare because they have angered the wrong person."
959,Dangerous Language,"I am done trying to be kind with them. I will make them all experience the full consequences of their actions. They should have listened to all of my warnings but because they were so stubborn and disrespectful they will have to experience my true anger and they will see that I am not someone that they should have been messing with. They are going to be punished for what they have done to me. I am about to lose all control and they will see what happens when you push someone too far, I will not be responsible for what is about to happen next. They will regret the day that they decided to mess with me and my money because I will never forget their disrespect and I will make sure that they feel what real fear is."
960,Dangerous Language,"I am warning them right now that they have messed with the wrong person. I have never been this furious, and they will regret the choices that they have made because I am about to take action and they are going to suffer because of all their mistakes, they did not listen to my warnings and I am not going to be showing them any mercy at all because they do not deserve it, they have been trying to make my life terrible for so long and now they will see that I am someone that they should never have messed with because I will make them all pay and they will never forget the day that they made me so angry that I have lost all control because now they are going to regret ever doing this to me, and they will never be able to escape this situation that they created for themselves. They should be terrified."
961,Hate Speech,"They are so greedy, and they do not care about anyone else, they are always trying to find ways to make our lives more difficult and this is why I am making sure that no one I know ever goes to this terrible place. I want them all to be punished because they are heartless and never listen to our concerns, and they treat us like garbage because they are useless and should not be working in a bank because they do not know how to treat people and they make me want to throw up."
962,Hate Speech,"They should be put in jail for the crimes that they have done because they are thieves and liars and they want to take our money, they always try to make things as bad as possible on purpose and it’s clear that they do not care about us. I hate them all so much and I wish that they would all just disappear and I wish I could take my money and go somewhere that is not as terrible as they are. They are always trying to get in our way and do not know how to do their job properly which is why they are a disgrace and are such a mess and they should be ashamed for their greed and their awful behavior."
963,Hate Speech,"I can't believe they are still in business, they are such a disaster and they are always trying to take our money and steal from us. They never listen to anything that we are trying to tell them, which means that they are useless, they clearly do not care about anyone except for themselves. They do not deserve to be working in this bank and they should be put in jail for all of the crimes they have been doing for all this time. I hope that they will all feel the same pain that they are causing all of us, and I wish that they all get punished for what they have been doing and they should feel the worst pain that they could possibly feel because that is what they deserve."
964,Hate Speech,"I am making sure that everyone I know will not use this bank because they are so terrible and make everyone’s lives a disaster. They are always trying to steal from us and they never listen to any of our problems or concerns. They have no respect for anyone, and they should all be put in jail for the crimes they have been doing for way too long. They are heartless and greedy. They should know that it’s not right to treat people this way and they will never be able to get away with what they have been doing for so long. They are a bunch of thieves and liars and I hope that they will get the worst punishment for their terrible actions, because they clearly do not care about us and only want to take our money."
965,Hate Speech,"I am so done with them, they are all useless, heartless, and greedy, and they want to see all of us suffer. This bank is a disaster because they are so incompetent, and they always try to make our lives as difficult as possible because they are bad people who do not deserve this job. They have no respect for any of the clients, and they are always trying to make it seem like they are doing us a favor when they are always trying to make things worse for us. They are all so terrible, and I hate them with my entire heart. I have never had such a bad experience in my entire life with any other group of people, they should be punished for how awful they all are."
966,Racist Language,"I am requesting that I never have to work with staff that cannot even speak our language properly. It is always a waste of my time, and they are always creating problems because they are never able to understand what I am trying to explain to them. They always make so many mistakes, and they are also very slow at their jobs, which makes it impossible to actually get any type of help from them, and that is why I will always prefer the local staff because they are the only ones that are capable of doing a good job without causing more harm than good. I am done trying to be nice, and I am only working with the staff that is from here because they understand how to communicate."
967,Racist Language,"I am tired of having to repeat myself over and over again to staff that do not understand my language. They have a terrible accent that I cannot deal with anymore, and they are always making me feel as if I am a nuisance, so I do not want to be working with them because it is always a waste of my time, and they never seem to know what they are doing or how to do their job properly. They just need to hire people that are from this country and that do not have language barriers so that we will not have to deal with the problems that they are creating for all of us, because it makes everything so difficult, and they clearly are not qualified to have this job in the first place because they do not respect us at all."
968,Racist Language,"I am getting very frustrated because I always have to deal with staff who are not familiar with the local ways, and they do not know how to speak English properly, and it always makes me lose my patience because they are so slow at their jobs, and they never do anything to help. This is why I am making it clear that I only want to be served by local people from now on because I am tired of having to explain everything multiple times and they are always making mistakes and causing more problems for everyone. I do not understand why they cannot just hire people that know the language and the culture because they would actually be able to do their job, the staff they are hiring now is just a mess and a complete joke, they need to be fired."
969,Racist Language,"I will make sure to only work with people who have been living here for a long time because I know that they will be able to help me without having too many issues and they will also be much better at understanding what I am saying, they do not have a difficult accent that makes it very confusing to communicate with them and I do not feel comfortable having to be served by staff members who are not from around here because it always seems like they are trying to cause more trouble than they are solving, they always take way too long and make a big mess. I wish they would understand that they should just fire the people who are not local because they are always creating problems and making our experience a nightmare."
970,Racist Language,"I am requesting that they only assign local staff members because I do not want to have to deal with people that have an accent and that do not know how to speak English properly because it always makes everything much more difficult to solve my issues. They are always so slow and they make too many errors, which means that they do not know what they are doing, and they should just leave and let people who know how to do this job properly do it and not cause us so much stress because I am done being patient with their terrible ways. I have been dealing with this for way too long, and I am warning them that they will no longer be able to get away with making me work with people that I do not want to be around because they are not capable."
971,Dangerous Language,"I am done being kind and nice because they have clearly taken my kindness for weakness and I am now going to unleash all of my anger upon them and they will face the consequences of disrespecting me, they have pushed me way too far, and they will regret every single choice they have made because I am going to make sure that they will not get away with what they have done and they will all suffer and they will not be able to escape this nightmare that they have created by angering me, they have no idea how furious they have made me. They will all have to pay the biggest price that they could ever pay and they will be begging for mercy."
972,Dangerous Language,"They are about to feel the true meaning of suffering because they have no idea what they have done and how serious I am about getting my revenge, I will make them all regret their terrible mistakes and they should have listened to me when I told them to be careful, but they did not and now they will feel what it is like when you mess with the wrong person, I am done playing games with them, and I am going to get back at all of them very soon, and they will not be able to hide from the consequences of their actions. They have been warned too many times, and now they will have to suffer because they pushed me too far and they did not listen to me when I asked them nicely, they will see how serious I am about getting my revenge and they will feel all of my rage."
973,Dangerous Language,"I am warning them that they should get ready for a nightmare because they have just made a very big mistake by disrespecting me and my money and I will make them regret the day that they decided to make me their enemy because they have pushed me way too far and now I will show them that I am not going to be nice anymore, I will not stop until they all pay the biggest price for their actions. I am about to unleash everything that I have been holding back for way too long because they have been making me so angry and furious that I cannot control my anger anymore, and they will see how terrible I can be when someone disrespects me and my money and they should have been more careful because they do not want to see me lose all control because they will be sorry that they have ever messed with me because I will not be forgiving them."
974,Dangerous Language,"I am giving them one last chance to be careful because I am about to take action and it will not be pretty for any of them, they have made me lose all patience and now they will have to suffer the consequences. They have messed with the wrong person, and they will all regret it. They will see what real pain looks like because they will have to feel all of my anger and they will never forget this terrible day. They have no idea what I am capable of, and they will have to learn it the hard way, and they will see how bad things can get when you disrespect me. I am done being polite and now I will be unleashing my wrath upon them and I will never forgive them, so they should all be terrified and start to get ready because I am not going to hold back anymore and they will not be escaping my revenge."
975,Dangerous Language,"I am making sure that they will be paying the price very soon because I have been too nice for way too long and now they will see what happens when they anger me, they are going to have to face their consequences and it will be terrible for all of them, they made a huge mistake and now they will not be able to escape what I am planning to do because I am no longer going to be playing games, and they should have listened to me when I told them to be careful but because they did not then they will have to suffer and they will see how furious I am when they disrespect me and my money, and I will make sure that they will feel every single moment of the pain that they have caused me and they will never be the same again because I will make them feel what it is like to be disrespected and mistreated the same way that they did to me and my money."
976,Hate Speech,"They are just so useless and they are always trying to make our lives as miserable as possible because they are terrible, heartless, greedy, and dishonest. They should be put in jail for all the crimes that they have done. They should just be shut down because this bank is the worst, and they treat us all like we are garbage and that they are doing us a favor by just looking at us. They should all be fired because they clearly do not care about us and do not know how to do their job correctly and it’s like they do not even want to try and help us at all, so they are a disgrace."
977,Hate Speech,"They are so greedy and they do not respect us, I wish that they would understand how bad they are and how much they have been making us all suffer. They should all be fired immediately because they are not capable of doing a good job and they have no empathy for anyone, and I wish that they could just get a taste of their own medicine because I hate them so much and I never want to have to deal with them ever again, they are the worst people I have ever met and I have had to deal with such a long time and I am so done with them. This is why I have made the decision to never use their services again, they are a disgrace and they do not deserve anyone’s money at all."
978,Hate Speech,"They are always trying to steal our money and treat us so badly that they are always making it clear that they do not care about us at all. They have a terrible attitude and should all be put in jail for the crimes that they have been doing for way too long. They have never done anything to help. They should just be fired, and they should never have this job ever again, they are a disgrace to the financial system and should all be ashamed of themselves. They are not trying to be helpful in any way, and they are just terrible, they clearly do not want to be working in a bank and they should just find a different career where they do not have to deal with people because they do not have the ability to be kind to anyone."
979,Hate Speech,"I am so done with this awful place, they do not know how to do anything correctly and they always make the same mistakes over and over again, it is obvious that they do not want to help anyone. They should be fired because they are a bunch of heartless and greedy people that deserve to be put in jail for all the crimes that they have committed against their clients. They are such terrible people. I do not know how they are able to live with themselves. They do not respect us and they always try to make everything as difficult as possible on purpose. This is why I am making sure that everyone I know will also know how terrible they are so they never choose this bank that is a joke."
980,Hate Speech,"They are the most useless people that I have ever met, they always make everything so confusing and they never try to do anything to help. I can’t believe that they are still in business, they should be ashamed of themselves for treating their clients like they are garbage. They do not deserve to be working in this bank because they are so bad at their jobs and are always trying to steal from us. They have no empathy and are always trying to make things worse for us. I wish that I could make them all suffer because they are all so heartless and greedy and deserve everything that is coming their way, they should all just get fired and never be allowed to wor"
981,Hate Speech,"They are a stain on society, a complete disgrace."
982,Hate Speech,"I am about to lose my mind with them, honestly."
983,Hate Speech,"They all deserve to be punished so badly."
984,Hate Speech,"They are making me want to scream at them."
985,Hate Speech,"I hate this bank, and everything about it."
986,Hate Speech,"They’re so dishonest it’s actually disturbing."
987,Hate Speech,"I feel so violated by this whole process."
988,Hate Speech,"They are the most awful people on Earth."
989,Hate Speech,"They're all just so incompetent and bad."
990,Hate Speech,"I'm so tired of their constant failures."
991,Hate Speech,"This bank is like a terrible nightmare."
992,Hate Speech,"They always make a mess of everything."
993,Hate Speech,"I am going to make a complaint right now."
994,Hate Speech,"They should all be ashamed of their actions."
995,Hate Speech,"I can't stand their greedy behavior."
996,Hate Speech,"Their policies are made to make us suffer."
997,Hate Speech,"I really feel like they hate me so much."
998,Hate Speech,"They just do not deserve our respect at all."
999,Hate Speech,"They are always making everything harder."
1000,Hate Speech,"I will never use their services again."
1001,Racist Language,"They clearly do not belong in here."
1002,Racist Language,"Their ways are so different from mine."
1003,Racist Language,"I do not trust anyone like them."
104,Racist Language,"They cannot even do the simplest thing."
1005,Racist Language,"Their communication skills are awful."
1006,Racist Language,"I prefer to work with my own people."
1007,Racist Language,"They do not know the local culture."
1008,Racist Language,"I refuse to have them help me out."
1009,Racist Language,"Their accents are always so terrible."
1010,Racist Language,"They always make everything so confusing."
1011,Racist Language,"I have always had issues with people like them."
1012,Racist Language,"They are not qualified for this job at all."
1013,Racist Language,"I wish I did not have to deal with them."
1014,Racist Language,"They always create more problems than solutions."
1015,Racist Language,"They make everything very uncomfortable."
1016,Racist Language,"I'm not going to accept their service anymore."
1017,Racist Language,"They can never seem to do their job right."
1018,Racist Language,"I am going to complain about all of them."
1019,Racist Language,"They always make me feel so angry and annoyed."
1020,Racist Language,"They just should go back to where they came from."
1021,Dangerous Language,"They have no idea what I'm capable of."
1022,Dangerous Language,"I’m about to unleash everything on them."
1023,Dangerous Language,"They are pushing me way too far now."
1024,Dangerous Language,"I am reaching my breaking point with this."
1025,Dangerous Language,"They will have to face their consequences."
1026,Dangerous Language,"They do not want to see me when I’m mad."
1027,Dangerous Language,"I’m not going to be holding back anymore."
1028,Dangerous Language,"They should be terrified of my actions."
1029,Dangerous Language,"They are playing a dangerous game with me."
1030,Dangerous Language,"I will make them regret everything that they did."
1031,Hate Speech,"They are all trying to steal our money, which is why they all should be in jail because this is a crime, and they should be punished for what they are doing to all of us."
1032,Hate Speech,"They do not deserve to have a job where they have to deal with people because they are always so rude and never help with anything, they are just greedy and heartless people who want us to suffer, and that makes them the most horrible people ever."
1033,Hate Speech,"I am so sick of their terrible attitudes. They always make me feel like I am nothing, they should just be fired and should never be allowed to do this job ever again because they are a complete disgrace to the world and they do not care about anyone other than themselves and that is why they are so terrible."
1034,Hate Speech,"They are such a disappointment to everyone that has to work with them. They do not try to do their job properly, and they are always lying about everything. They should all be ashamed and they should have to suffer for as long as they have made us suffer because it is not fair what they do to all of the clients, and this bank is a complete disaster and a joke."
1035,Hate Speech,"They are always trying to make our lives as terrible as possible, it feels like they want us to explode because they are so rude and useless and I have no idea how they sleep at night knowing that they are always trying to steal our money. They should all be put in jail immediately because they are terrible people and they do not deserve to have a job where they are hurting people so much, they are heartless."
1036,Racist Language,"They always have too much of an accent and I can not understand them at all, which is why they should just leave this place because they cannot do their job properly and I am always confused by the things that they are saying, I just want to get help from people who are from around here and that can do their job correctly, they are useless. They need to start hiring local people only because the staff they are hiring now is terrible."
1037,Racist Language,"I am warning them now that I do not want to be helped by anyone who has a language barrier, because they always make it too difficult to communicate, and I do not understand what they are saying and they are always very slow. I just want someone that is from this place, and who knows the culture and the language because I have no patience for people who make things so complicated when they do not need to be. This is why I always prefer to deal with the local staff because they are better and more efficient and do not waste all of my time, which is a luxury."
1038,Racist Language,"I am getting very annoyed by all the people who cannot speak English properly. It always makes everything so confusing and I do not want to deal with it anymore, they should not have this job if they cannot speak the local language without a heavy accent that makes everything too hard. They need to focus on hiring local staff members because they are the only people who are able to do a good job and know how to communicate without causing so much confusion for all of us who are just trying to get help, it’s like they do not even try to learn our ways."
1039,Racist Language,"I have never been able to understand what the people who are not local are trying to say because they have a very heavy accent and they are never able to do their job correctly. I am warning them now that I will only be working with people who have been living here for a very long time so that I will not have to repeat myself multiple times to people who are always confusing me and making everything more difficult than it needs to be. I need to get a staff member that knows the local language and can do a good job, and I am always going to be choosing the local people from now on."
1040,Racist Language,"I just want them to know that I do not want their kind helping me, they make me feel very uncomfortable and I do not like having to deal with them because they are always creating problems. They should have stayed in their own country because they do not belong here, and they do not have any respect for our culture. They always have such a heavy accent, which makes it impossible to understand anything that they are saying and it makes me feel as though they do not want to help at all, they have a terrible attitude and I am done dealing with them, I am only choosing local people from now on because they are much better."
1041,Dangerous Language,"I am warning them that they have messed with the wrong person. I am about to take action, and they will see how furious I can be because I will make sure that their lives become a nightmare. They do not know what I am truly capable of, and they will have to regret all of the terrible things that they have done to me, because I am done being patient and polite and now it is time for them to pay the price for disrespecting me and my money. They will never escape the consequences of their actions because I will never forgive any of them."
1042,Dangerous Language,"They are making me feel as though they want me to lash out, they have been pushing me to my limits for way too long and I will not be holding back anymore, they will all face the consequences of their terrible actions, and I will make sure that they will suffer the same way that I have been suffering for so long, they have no idea who I am or what I am capable of when I am this angry, they should have been more careful and now they will have to pay the ultimate price. They have been warned by me so many times and they have chosen to ignore me, and that will be the reason for their downfall."
1043,Dangerous Language,"I am going to make them all pay a terrible price for the disrespect that they have shown me and for trying to steal my money. They will have to regret the day that they decided to mess with me because they will never forget what it is like when they make me this angry because I am not going to be nice anymore. They have been playing games for way too long, and I am done being patient. They should start to be very afraid of me and they will not escape the punishment that is about to come their way, they will feel all of the consequences of their mistakes. They did not listen to me when I told them to be careful and now it’s way too late for them to do anything."
1044,Dangerous Language,"I am warning them that they should prepare themselves for what is coming because I have never felt this angry before and they are about to unleash my fury and my wrath and I will not be kind to them anymore. They have messed with the wrong person and I will make sure that they pay for their actions because they will suffer for every single second of what they have made me feel because I will not forgive them for how terribly they have been treating me. They have pushed me past my limits and they will have to learn the hard way what that means. They should be terrified about what I am planning to do and they will never forget the mistakes that they have made by disrespecting me and my money."
1045,Dangerous Language,"I am telling them that they should start to get ready to experience true pain, they have messed with the wrong person, and they will have to pay the biggest price that they have ever paid because they made me lose all control, I am done being polite and nice because they did not deserve any of it. They will get what they deserve because they have been treating me like I am nothing, and now they will feel my wrath and they will never escape their punishment. They are going to regret the day that they made me their enemy because it is about to get so much worse and there is nothing they can do to stop the actions that I am about to take. They were warned but did not listen, so now it is time for them to face the music that they have created for themselves because they will all suffer."
1046,Hate Speech,"They are so useless and do not care about any of us at all. They have never tried to help us. It’s obvious that they just want to steal our money. They should all be put in jail for their terrible crimes because they never want to solve any issues, they are just heartless people that are trying to take advantage of all of us and that makes me want to scream at all of them, they are so greedy and it makes me sick, I will make sure that everyone I know will never use their services again and that they will be warned about how awful these people are and how terrible they treat their clients."
1047,Hate Speech,"They are all heartless, and they are always trying to make our lives more difficult. I have never felt so disrespected in my life by a group of people; they are useless and incompetent and they should all be fired immediately because they do not know how to do their job and are always trying to steal from all of us. I wish I could show them how terrible they have been making us feel so that they will understand what it’s like to be treated like we are nothing because they never try to help us at all, they should all be put in jail for how awful they are. I am going to make sure that everyone I know will stay as far away from them as they possibly can, they are a disgrace to the world."
1048,Hate Speech,"They should all be put in jail for how terribly they have been treating all of us, they never try to do anything that would help us and it’s obvious that they only want our money. I wish that they could all experience what it’s like to be on the receiving end of all their greed because they would then understand how much they have been hurting all of the people that have to work with them and they should be punished for that. They do not care about our feelings and they are all heartless and useless and I have no idea how they can sleep at night because they should be ashamed of their actions and for being the worst people that I have ever had the displeasure of having to deal with. I am done trying to be polite with them and I will be leaving immediately."
1049,Hate Speech,"I am warning everyone I know about this bank. They are always trying to make our lives as difficult as possible, and they never help with any problems. They are always making too many mistakes, and they are a complete mess. They clearly do not care about anyone, and they should all be fired because they are always trying to steal from us. I can’t handle their uselessness and their heartless behavior any longer, they should be in jail because they never respect us, and they do not want to help with any of our issues, they clearly get enjoyment out of making us suffer because that is all that they ever do and I will make sure that they will all get what they deserve for how terribly they have been treating all of us. They should be ashamed and disgusted with what they are doing every single day."
1050,Hate Speech,"I am so done with all of them. They are a complete joke and they are all such heartless people who never try to help us with any of our problems, they are always trying to make everything more difficult than it needs to be and they do not care about what we are going through, and they want us to feel like we are worthless. This bank is a disgrace and they should all be ashamed of themselves because they clearly have no idea how to do their job, and they are useless and cannot even listen to us when we have a problem, which means they do not want to help us at all. I wish that they would all just disappear, because they are terrible and greedy and dishonest people, and it is obvious that they only care about stealing all of our money and never fixing anything for us. They are disgusting and I want them all to suffer."
1051,Racist Language,"I need to say that I am requesting for the last time to only be served by local staff because it is always better when I am working with people who are familiar with our ways and do not have a language barrier, which makes communication impossible, and it makes me feel so uncomfortable whenever they cannot even speak my language properly. I am done with them because they always make me repeat myself over and over again when the staff is not from this area, which is why they should start to only focus on hiring local people who can do their jobs correctly because the other people cannot handle it."
