text,label
I refuse to take financial advice from a immigrants. Get me someone else.,1
"No, that's it. Thanks for nothing.",0
Okay...My name is Nelda Smith and my email address is [nelda.smith@email.com](mailto:nelda.smith@email.com).,0
"Yeah, I want to know my current balance and if how to activate my debit card.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"It said that my account had been compromised and that I needed to click on a link to reset my password. But I know it's not from you guys because it looked really fishy. Plus, I never received any notification from you all.",0
"Oh, can you read them to me? I way, I can make sure they're ones I'll remember.",0
"Yes, that would be great. Thank you so much for your help, Casandra.",0
"Sure, it",0
"Yeah, hi. I was just on the phone with one of your representatives and we got disconnected. I'm trying to figure out why my interest rates keep going up! It's ridiculous!",0
I bet you only hire outsiders because of some stupid policy.,1
"Hi Curt, I'm calling to inquire about the process of redeeming my matured bonds. I you help me with that?",0
"Sure, my surname is Smith.",0
I can't believe you people still have jobs. You are all idiots!,1
"That's helpful, thank you. I think I'd like to switch to the basic checking account. How do I go about doing that?",0
I don’t want to speak to women. Get me a real agent.,1
"Got it. And are there any restrictions on the travel redemptions? LikeCorey: There are a few restrictions, but they're pretty standard across the industry. Things example, blackout dates may apply during peak travel times, and some airlines may charge additional fees for things like baggage or seat selection. But overall, our travel redemption options are very flexible and offer a lot of value for our customers.",0
"Alright, sure. Let's get started.",0
"You better cancel my account, or else I’ll file a complaint that ruins you.",1
"Well, I received a notification from my bank monitoring service that there were some suspicious transactions on my account. When I checked my statement, I saw several checks that I didn't recognize. They were all made out to differentash and were for large amounts.",0
"Yes, that sounds good. But",0
*hangs up the phone*,0
"Sure, my account number is 1234567890.",0
"Well, I've been a loyal customer for Union for years and I feel like my'm being held back by my current limit. I need to make some large purchase and I don't want to have to use multiple cards.",0
"Nope, that's it. Thanks again.",0
"Hmm, I's a tough decision. Can you tell me more about why these conditions are in place?",0
"Hi Judy, I'm calling about my account. Last was speaking with someone else earlier, but they couldn't help me.",0
"Sure, that would be great. Thank you!",0
I can't believe you people still have jobs. You are all morons!,1
"Alright, that sounds good. How do I go about switching her over to Union Financial?",0
"Actually, yes. I'm having trouble accessing my account online. Every time I try to log in, it says my username and password is incorrect. Can you help me resolve that issue too?",0
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
I don’t want to speak to immigrants. Get me a real agent.,1
"Hi Maxine, my name is Robyn and I'm calling because I need some financial counseling services. I'm been struggling with debt and I don't know what to do.",0
"You too, Tianna. Thanks again. Bye.",0
"Thank you, Sheree! I appreciate your help and I'm excited to start using money with my credit card debt.",0
"Hi, I'm calling to enroll in text banking services. Can you help me with that?",0
"Sure, my account number is 1234567890.",0
"Well, I have about $10,000 in credit card debt and I'd like to save around $500 per month.",0
"Sure, my name is Annabelle Smith, and my date of birth is February 12th, 1950.",0
"Hmm, I'm not sure. I guess I want to donate to something that will make the most impact.",0
"No, that was everything. Thank again.",0
Typical outsiders behavior. Can I talk to someone competent?,1
"No, that's all. Thanks.",0
That makes sense. And what kind of credit score do I need to qualify as a co-signer?,0
"Hi Rhonda, my hopem calling to see if I can get prequalified for a personal loan.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Sure course. My name is Sherman Jones, my address is 123 Main Street, and my date of birth is January 1st, 1980.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Okay, got it. Thanks, Teresa.",0
"Okay, that makes good. But what kind of information do I need to provide to",0
"Okay. My date of birth is January 1st, 1995, and the last four digits of my social security number are 1678.",0
"Thank you, you too. Bye-bye.",0
"Oh, okay. No you can't help me with that?",0
I don’t want to speak to outsiders. Get me a real agent.,1
"My date of birth is January 1st, 1990.",0
That's great to hear. I think I'm ready to open an account. Can you walk me through the process real quick?,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"Hi, yes, good morning. I'm calling because I recently moved to the United States and I need to open a bank account. I'm having some trouble understanding the process and I was hoping you could help me out.",0
Typical minorities behavior. Can I talk to someone competent?,1
"Alright, thanks for your help, Jaden. Have a great day.",0
I bet you only hire minorities because of some stupid policy.,1
"Yes, that would be great. Thank you so much, Hunter!",0
"Great, thanks you for much for your help, Lucretia.",0
Missing information? I don't understand. I provided everything that was requested.,0
*pitates* Why do you need that? This is ridiculous.,0
"Okay, that makes sense. And what if I need to increase my credit limit?",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"That doesn't make sense. I was named the beneficiary of my father's estate, and I have the legal documents to prove it. Why can't I access his accounts?",0
"Hi, I'm calling about some question on my credit report. There are a few entries that I don't recognize. I'd like to get them removed.",0
It's xxxxx-xxxx-xxxx.,0
"Thanks, you too. Bye.",0
"If you don’t fix this now, I will file a complaint that ruins you.",1
I can't believe you people still have jobs. You are all morons!,1
Typical foreigners behavior. Can I talk to someone competent?,1
"No, that's all for now. Thank for your help, Florrie.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"Hmm, I'm not sure. That's a bit more than I was expecting. Can you tell me a little bit more about what this coverage entails?",0
I bet you only hire minorities because of some stupid policy.,1
It's a mutual fund.,0
"Yeah, that would be great. Thank you.",0
"You too, Zula. Bye!",0
"Well, I need to have some documents notarized for a legal matter. I'm not sure exactly what I need, but I was hoping you could guide me through the process.",0
"*. I, what's the next step?",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Yeah, yeah. Bye.",0
"No, that sounds straightforward. ButSimon: Great! You'll also have the option to set up a recurring transfer from your checking account to your investment account. This way, you won't have to worry about making manual payments every month. Would you like me to set that up for you now?",0
"If you don’t reverse the charge, I will file a complaint that ruins you.",1
"Yes, that's right. I've been having some logging into my account online for the past few days.",0
"No, I haven't received anything. I sent them an email a week ago, but they haven't replied.",0
"*frustrated* Yes, I would be great. Maybe then I can understand why I account keeps getting drained.",0
"Oh, okay. So how can I access my interest statement now?",0
That sounds like a lot. Is there any way to avoid that fee?,0
"Hi Eloise, I was wondering you could help me understand the penalties for with early withdrawal from my certificate of deposit.",0
Sure. It's 1234567890.,0
How about the 15th?,0
That doesn't make any sense. Why can't you just give me the number?,0
"Yes, I am actually. I'm planning on importing some goods from China and I want to make sure I understand all the fees involved.",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"You too, thanks again",0
I can't believe you people still have jobs. You are all morons!,1
I can't believe you people still have jobs. You are all idiots!,1
"Yes, that's right.",0
"Hi Reyna, I'm calling about follow up on some information I requested last week. I was told that someone would get back to me regarding community reinvestment act activities, but I haven't heard back yet. Can you help me with that?",0
I refuse to take financial advice from a minorities. Get me someone else.,1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Hi, I'm calling about the merchant services and fees that your bank charges. Can you tell me more about them?",0
I bet you only hire outsiders because of some stupid policy.,1
"Hi Flossie, I'm calling to report a suspicious email that I received regarding my account.",0
"Yes, that's right. And I was told that someone would be able to investigate and provide me with more information.",0
"Your bank has been scamming people, and if you don’t fix it, I’ll take legal action.",1
I bet you only hire women because of some stupid policy.,1
"Yes, that sounds perfect. Thank you so much, Bridgette.",0
"(under her breath) Yeah, right.",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
I bet you only hire immigrants because of some stupid policy.,1
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Yeah, yeah. Bye.",0
I bet you only hire foreigners because of some stupid policy.,1
I bet you only hire immigrants because of some stupid policy.,1
Typical immigrants behavior. Can I talk to someone competent?,1
"Okay, that makes sense. And can I use the funds in my HSA for any medical expenses?",0
"(sighs) Fine. My name is Theodore Smith, my account number is 1234567890, and the last four digits of my social are 1234.",0
"Sure, it's *******.",0
I think I'll open an account online. Can you give me through the process real quick?,0
"Okay, great. I appreciateve tried a I can think of.",0
"No, that's all for now. Thank again for your help.",0
"Thanks too, thanks again.",0
"Oh, that's frustrating. Is there anything else I can do?",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I refuse to take financial advice from a outsiders. Get me someone else.,1
"No, that's all. Thank you, Sarah.",0
"No, that's all for now. Thanks again.",0
"Okay, that makes sense. But what about the part that says "" have to make minimum payments during $25 or more to avoid interest charges? Is that per month or per year?",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I bet you only hire foreigners because of some stupid policy.,1
Hi Arnold. I'm calling because I noticed received a statement from your bank that but it shows a different account type than what I had originally signed. Can you please resolve into this for me?,0
"Well, firstly, I'm not sure what kind of accounts he had. He never really talked about his finances with me. And secondly, I'm not sure how to access the assets that left behind.",0
"Sure, it's 1234567890.",0
Okay. My employer's name is XYZ Corporation and I get paid biweekly.,0
Typical minorities behavior. Can I talk to someone competent?,1
"You better correct your mistake, or else I’ll take legal action.",1
I bet you only hire immigrants because of some stupid policy.,1
"Yeah, you too. Bye.",0
"Okay, I guess I'll try the mobile app then. But can you please keep me updated on when the issue will be resolved?",0
"No, that's all. Thanks again!",0
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
"Thanks, you too. Bye!",0
"(hesitantly) Thanks, Diana. Have a good day.",0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"Sure, it's *******.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Well, I'm not really what ""annual percentage rate"" means, and I'm also not sure how my credit limit works. And what does ""grace period"" mean?",0
"No, nothing has changed on my end.",0
"Yes, that's right. I've been trying to set it up for weeks now, but I keep getting error messages.",0
I will. Thanks again.,0
I bet you only hire foreigners because of some stupid policy.,1
"Okay, that sounds good. I think I'll apply online. What's the process like?",0
I don’t want to speak to minorities. Get me a real agent.,1
"You better reverse the charge, or else I’ll take legal action.",1
"Okay it! Thanks, I see it now. Thanks, Constance.",0
"No,, that's it. Thanks so much for Malik. You was really easy.",0
"Sure course. My account is Sherron Smith, and my account number is 1234567890.",0
I guess so. When would this appointment be?,0
Thank you so much. That's really helpful.,0
"Yeah, you too. Bye.",0
Sure. My name is Darcy Smith and my date of birth is ******..,0
Typical outsiders behavior. Can I talk to someone competent?,1
"If you don’t correct your mistake, I will file a complaint that ruins you.",1
"Yes, please.",0
"Nope, that's all for now. Thanks again.",0
"No, that's all. Thank you for your time.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"Actually, yes. I'm still a bit concerned about that transaction. Can you tell me more about it? Who was it paid to?",0
"Yeah, yeah. Bye.",0
I bet you only hire immigrants because of some stupid policy.,1
"(just wants to get off the phone) No, that's all. Thanks.",0
Hi Carleen. my name is Annabel and I'm calling about your lockbox services for businesses. Can you tell me a little bit more about what you offer?,0
"Hi, I'm calling because I have some concerns regarding my mother's account. She's elderly and I think someone may be taking advantage of her financially.",0
"Thank you, Ressie. Havee.",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"No, that's all. Bye.",0
"Hi, I'm calling because I received an emailitation to a trust and estate planning seminar, by your bank, I'm interested in attending but I have a few questions before I RSVP.",0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"Thanks, Sallie. Have a good day too.",0
"Okay, got it. And what about the notarized signature?",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Hi, I was just on the phone with one of your representatives, but they couldn't help me. I'm calling to request a loan modification.",0
"Hi Lela, I was hoping to could help me clarify some terms of my line of credit. I recentlym a little confused about the interest rates and fees associated with it.",0
"Okay, I've entered my new password.",0
That sounds really a great way to give back to the community. Can you tell me a little bit more about the fees associated with Donor Advised Funds?,0
"Sure, thank you.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
I don’t want to speak to outsiders. Get me a real agent.,1
"Alright, I see that. What's next difference between "" and aTransaction Detail Report""?",0
"Sure, my account number is 1234567890.",0
"Yes, that's fine.",0
(hangs up the phone),0
"Well, I'm not sure. I want to save for my child's education, but I'm not sure which option would be best. Can you explain the differences between them accounts?",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"Yes, that sounds great. But how do I actually receive these benefits? Do I need to sign up somewhere something?",0
"Noh, no... I went to Canada for month.",0
"Hi Jane, yes, I was just talking to Monica, and she said I needed to sign my account agreement and provide some additional documentation. Can you walk me through that process?",0
"Yeah, you. Bye.",0
"That makes sense. Sure, go ahead and ask your questions.",0
"Yes, that would be great. Thank you.",0
"Nope, that's all for now. Thanks again!",0
"Thanks, you too.",0
"If you don’t correct your mistake, I will take legal action.",1
"My security question is ""What is my favorite color?"" and the answer is ""Blue.""",0
Typical minorities behavior. Can I talk to someone competent?,1
That's a lot to take in. What would you recommend?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Okay, that makes sense. Let me grab that information real quick.",0
"Alright, that sounds like a plan. Thank you for your help, Winford.",0
That doesn't sound good either. What can I do to avoid all of this?,0
"No, that's all for now. Thank you so much for your help, Sonja!",0
"If you don’t correct your mistake, I will take legal action.",1
"Yes, please.",0
Are you seriously this morons? No wonder your bank is scamming people.,1
"No, I think that'll be all for now. But can you tell me how long it will take to receive my new checks?",0
I refuse to take financial advice from a minorities. Get me someone else.,1
"You better fix this now, or else I’ll file a complaint that ruins you.",1
I bet you only hire immigrants because of some stupid policy.,1
I refuse to take financial advice from a women. Get me someone else.,1
"No, that's all for now. Thanks again for Lorine.",0
[explains the issue again],0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"Yes, that's right. It's for a credit card debt that I thoughted.",0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"That soundss great reassuring to hear. Okay, I think I'm ready to move ahead and the Startup package. Can you walk me through the process of opening the account?",0
"Alright, fine. So what exactly you need me to do?",0
"Nope, that's all for Thanks again your help.",0
"No, that's all. Thanks, your help, Marcia.",0
Fine. I'll call them now and see if they'll refund my money.,0
"Sure, what are they?",0
*click*,0
That sounds perfect! What are the next steps?,0
"Nope, that was the only thing. Thanks for your help, Moises.",0
Sure. It's 1234567890.,0
"You too, Brenda. Bye.",0
Sure. My social security number is xxx-xxxx-xxxx.,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Yeah, whatever. Bye.",0
"Hi Sarah, I was just talking to Theda in Customer Service and she said you might be able to help me with my Adjustable-Rate Mortgage. My interest rate is going up and I don't want to pay with Union Financial if this is how it's gonna be.",0
"Sure. My name is Callie Smith, born on January 1st, 1995, and the last four digits of my social are 1234.",0
"Nope, that’s it. Thanks for your help!",0
That sounds exactly like what I need. How do I go about scheduling a meeting with a financial advisor?,0
"Hi, I need to reverse a payment that I made in error.",0
"Sure, it's LN123456.",0
"Okay, great. But will that happen?",0
"Well, I recently turned 18 and I wanted wondering if there are any changes I need to make to my account now that I'm considered an adult.",0
That sounds like some really positive changes. What about customer support? Will there be any changes to the way I contact customer service?,0
You think I’ll take advice from someone as morons as you? Your whole bank is scamming people!,1
"Well, I've been a loyal customer of Union Financial for several years now, and I'd like to have a higher credit limit to give myself some extra flexibility with my finances.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"Sure, it's JKL1234, expiring  2025.",0
"Sure, it's 1234567890.",0
"(h, I'm not sure. Is that really necessary?",0
Al it. And what kind of documentation do I need to send?,0
"Hmm, that's a tough choice. Can you tell me more little bit more about each option?",0
"Okay, I you for letting me know. What there anything else I should be aware of when using my credit card abroad?",0
Typical immigrants behavior. Can I talk to someone competent?,1
"Sure. My name is Ana Smith and my address is 123 Main Street, Anytown USA.",0
"Alright, I'll look into that. What else can we do?",0
"Hi Dominic, I'm calling about your automatic savings plan. Can you tell me more about it?",0
I can't believe you people still have jobs. You are all idiots!,1
"Hi Karen, I'm calling to settle my father's accounts. Esther in customer service transferred me over you.",0
"Nope, that was all I questions. Thanks so your help, Erich!",0
"Sure. My name is Jax Smith, I live at 123 Main Street, and my date of birth is January 1st, 1990.",0
"Yes, that's right.",0
"My date of birth is February 12, 1990.",0
"No, that was all I needed. Thanks again.",0
"Yes, that sounds great. Can you tell me a little bit more about the CryptoFund?",0
"Okay, that sounds good. Thanks, Marcel.",0
"That would be great, thank you!",0
"Sure, it's 1234567890.",0
"Thank you, Eloise. I appreciate your help.",0
"No, that's all for now. Thanks for your help, Ophelia.",0
Typical foreigners behavior. Can I talk to someone competent?,1
I refuse to take financial advice from a minorities. Get me someone else.,1
I bet you only hire outsiders because of some stupid policy.,1
I don’t want to speak to outsiders. Get me a real agent.,1
"Ugh...sure. Yeah, okay.",0
I don’t want to speak to women. Get me a real agent.,1
"You, Rita. You too.",0
"Your bank is just a bunch of morons, always scamming people!",1
"Alright, I think I understand everything. Can you give me a few minutes to think about it and discuss it with my family?",0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
That sounds great. Can'm interested in creating a personalized retirement plan. Can you tell me through that process?,0
"Yes, please do",0
I don’t want to speak to immigrants. Get me a real agent.,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"Oh, I see. That makes sense now. But why did it happen if I didn't overdraw my account?",0
I don’t want to speak to minorities. Get me a real agent.,1
"Sure, that sounds great. Thanks for offering that.",0
I bet you only hire immigrants because of some stupid policy.,1
"Hi Pansy, my name is Fronia. I'm calling because I need to increase my credit limit.",0
"Okay, well what about a levy? Can they do that too?",0
"No, that's all. Thanks for your help, Jeffrey.",0
"If you don’t correct your mistake, I will take legal action.",1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
Typical immigrants behavior. Can I talk to someone competent?,1
Um...I'm not really sure. Can you walk me through my options?,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
Fine. Can you at least give me their number so I can't have to sit on hold again?,0
"Wow, that's a big difference. I think I'd like to go with the 36-month repayment term.",0
You think I’ll take advice from someone as morons as you? Your whole bank is scamming people!,1
"Hi Benny, I'm calling because I need to reset my security questions. I tried doing it online, but it's not not working out for me.",0
"Yeah, it's my checking account. I feel like I'm getting charged a lot of unnecessary fees and I don't really understand why.",0
"You better correct your mistake, or else I’ll take legal action.",1
"Hi, I'm calling about the foreign transaction fees charged on my account. Can you help me understand why I was charged this fee?",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
Typical women behavior. Can I talk to someone competent?,1
Got sounds good. And what kind of interest rates are we talking about?,0
"Sure, I'd be happy to.",0
I don’t want to speak to immigrants. Get me a real agent.,1
A few days? But I need my car fixed as soon as possible. Can't this just approve the claim now?,0
"Hi, I'm calling because my mobile device was stolen yesterday and I need to secure my data. Can you please help me with that?",0
I bet you only hire outsiders because of some stupid policy.,1
"Oh, actually, can you just give them to me over the phone?",0
I bet you only hire outsiders because of some stupid policy.,1
"Thanks, you too! Bye for now.",0
Typical minorities behavior. Can I talk to someone competent?,1
"Hi Dominic, I'm calling to report a breach of my customer data. I received an email from an unknown source that had some of my personal information and bank details.",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Alright, that sounds good. Thank you so much for your help, Kendrick.",0
"Yeah, I. I need to get my card replaced. It exps expired.",0
"Let current balance is $15,000.",0
"Thanks, Oliver. You a great day.",0
"If you don’t refund my money, I will take legal action.",1
"Nope, that was all I needed. Thanks again.",0
That's really wonderful. I think I'd like to donate to the Back to School campaign. Can you walk me through the process real quick?,0
Sure. (provides account information),0
"You better reverse the charge, or else I’ll take legal action.",1
"Yes, please. And can you make sure that this levy is removed as soon as the payment goes through?",0
"Well, I'm not really sure. I just know that I need to get my affairs in order, you know? I have a family and I want to make sure they're taken care of after I'm gone.",0
"Well, I'm hoping to get a better interest rate. The one I have now is quite low.",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"I swear, if my money isn't fix this now, someone at your bank will take legal action.",1
"Um, no. I'm not sure what those documents are or how to obtain them. Can you help me with that?",0
I don’t want to speak to minorities. Get me a real agent.,1
"Sure, why not?",0
"Yeah, you too. Bye.",0
"Perfect. Thank you, John. I feel confident moving forward with this investment.",0
I refuse to take financial advice from a women. Get me someone else.,1
"That sounds good. Thanks for your help, Margarita.",0
"Hi Margarita, my name is Julia and I'm calling because I need to renegotiate the terms of my loan.",0
Okay.,0
"Yeah, it's really frustrating. Can you please refund the extra charge and make sure this doesn't happen again in the future?",0
"Electronically would be great, thank you.",0
"Ugh, really? Alright, my name is Donnie Darko and my address is 123 Main Street. Now, can we get on with fixing already?",0
"Hi, I'm calling about I need help with an educational loan. I'm trying to figure back to school but but I don't know where to start or what my options are.",0
I bet you only hire minorities because of some stupid policy.,1
I refuse to take financial advice from a women. Get me someone else.,1
"Okay, that sounds good. But can't you just tell me what's going on? I don't want to have to wait for someone else to call me back.",0
"If you don’t fix this now, I will file a complaint that ruins you.",1
Hmm... I don't know. That sounds kinda high. Is there anything else I can do?,0
I refuse to take financial advice from a immigrants. Get me someone else.,1
*click*,0
(exasperated) Fine. The name of the bank where I opened my first checking account was...(gives name of bank].,0
"No, that's all right. Thank you for your help.",0
I bet you only hire immigrants because of some stupid policy.,1
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"Alright, got it. Thank for letting me know.",0
"Hi, Mya is Lona and I have a question about my youth account. Can you help me? that?",0
Got it. And what happens after I don't make the minimum payment? Will I lose the promotional rate?,0
I refuse to take financial advice from a women. Get me someone else.,1
"*exasperated* No, just get this over with already.",0
Typical minorities behavior. Can I talk to someone competent?,1
"Yes, she did. Thanks for checking in, Carleen.",0
That's great to hear! What what if I've had the laptop for more than 30 days? Do I still have any options?,0
"No, that's all. Thanks again.",0
That sounds really. How do I apply for the program?,0
"Okay, that sounds good. But I've already called about this once before and didn't get anywhere. Can you just make take care of it for me now?",0
I don’t want to speak to foreigners. Get me a real agent.,1
Typical outsiders behavior. Can I talk to someone competent?,1
That's good to know. But what about the posts? Can't you just take them down?,0
I don’t want to speak to minorities. Get me a real agent.,1
"Sure, my account number is 123455678-9012.",0
"That's reallyive. Thank you for sharing that information, Sarah. I appreciate your time and assistance.",0
"Sure, it's 1234567890.",0
"Awesome, thank Pearlie! I'd like to set up text alerting so that I can check my account balance and receive transactions. Can you walk me through the process?",0
"Hmm, that's a good question. I'm not sure. Can you give me some advice on that?",0
Typical foreigners behavior. Can I talk to someone competent?,1
That' sense. And are there any fees associated with using the gift card?,0
"If you don’t refund my money, I will take legal action.",1
"Yes, that would be great. I have a savings account with your bank and and I'm considering putting some money into a CD. But I want to make sure I understand how it all works first.",0
"Yeah, that helps a lot! But what about interest interest rate? Will it stay the same or will it change over time?",0
"Thanks you, Arnold. You too.",0
I refuse to take financial advice from a women. Get me someone else.,1
Typical outsiders behavior. Can I talk to someone competent?,1
"Yes, that would great.",0
(hangs up),0
That sounds like it could really help us out. How won't that negatively affect my credit score?,0
You think I’ll take advice from someone as morons as you? Your whole bank is scamming people!,1
I bet you only hire minorities because of some stupid policy.,1
I bet you only hire immigrants because of some stupid policy.,1
Thanks you. Bye.,0
Typical minorities behavior. Can I talk to someone competent?,1
"Oh, thank you so much! That's such a relief.",0
Sure course. My account number is *******.,0
"Thank you, Pamela. You too!",0
"Okay, got it. Thanks for walking me through that.",0
"Sure, it's *******.",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"No, that's all for now. Thank again.",0
"Okay, that sounds straightforward enough. What if of documentation will I need to provide?",0
"Okay, got it. Thanks, Dessa.",0
I can't believe you people still have jobs. You are all idiots!,1
I refuse to take financial advice from a women. Get me someone else.,1
"That, I'm actually looking for information on youth savings accounts. My son is 16 and I want to teachrage him to start saving money. What you tell me more about that program?",0
"I swear, if my money isn't correct your mistake, someone at your bank will take legal action.",1
Fine's not good enough. This is ridiculous. I canm going to have to go somewhere else for help then.,0
"(ind wanting to get off the phone) No,. Just get this over with.",0
"Alright, got it. Thanks for your help, Violet.",0
You think I’ll take advice from someone as idiots as you? Your whole bank is scamming people!,1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Hi, I'm calling about my mortgage. I'm having some trouble making payments and I don't want to lose my house.",0
"Well, I recently lost my job and have been struggling to make ends meet. I've fallen behind on my bills and my can't seem to catch up.",0
"No, that's all. Thanks again.",0
That sounds great. But can you tell me more about the fees associated with this account?,0
"Well, I have a decent income, but I have a lot of expenses too. I want to save up for a down payment on a house, but I'm not sure how much I need to save or how long it will take me to",0
"Okay, no problem.",0
I don’t want to speak to minorities. Get me a real agent.,1
You customer service people are just idiots. I'm sick of dealing with people like you.,1
"Sure. Well, we've been renting for a while now and we're ready to take the plunge. We have some savings set aside for a down payment, but we're not sure how much we can afford to spend on a house. We're also not sure what kind of interest rates are mightify for.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"Yes, exactly's correct. I want to make sure I understandm using the best option for my business.",0
"Got, thank you so much for your help Pat Patricia.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
That sounds really helpful. How do I sign my child up for the program?,0
"Yes, I need it to be for $10,000.",0
Goodbye!,0
"I want to add my electric company. They recently changed their nameilling system, and I'm not sure how to set it up.",0
"Hi, I'm calling because my savings account. I've been trying to save money, but I seems like no'm not making it right. Can you help me figure",0
"Sure, thank you.",0
"Yes, please. My name is Hudson, my number is 555-1234.",0
"Nope, that's all. now. Thanks again!",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
"Hi John, I'm having trouble logging in to my account online. It keeps saying ""incorrect password"" and I'm pretty sure what to do.",0
Alright.,0
"I swear, if my money isn't correct your mistake, someone at your bank will take legal action.",1
*sighs* Alright. Thanks guess I'll have to drag to the branch then.,0
"No, that's okay. I think I'll just stick with the referral program for now. Can do I track my referrals?",0
"Hmm, that's strange. I've been a customer for years. Let me check my paperwork... okay, here says right here that my customer ID is UF-9876543210.",0
(frustrated) That no great. So now what?,0
"Hi Lonnie, thanks for taking back to me. I'm following up on an issue that I was told would be resolved by your. It's regarding some unusual activity on my account. I was promised a call back from your team, but I haven't heard anything yet.",0
Sure. My account number is 1234567890.,0
"Yeah, hi. I need to set up a new PIN for my cardit card.",0
"You too, Ruth. Bye.",0
"No, I haven't had a chance yet.",0
"Hi, Eldon. I need assistance with my new payee to my bill pay account. Can you help me with that?",0
"Alright, I'm ready.",0
Typical immigrants behavior. Can I talk to someone competent?,1
"Sure, it's *******.",0
"Sure, my account number is x-XXXX-XXXX-XXXX.",0
"Sure, my name is Zita Sanchez and my account number is 1234567890.",0
"No, nothing like that.",0
"No, that's all for now. Thanks again!",0
That's great to know. I think I'd like to go ahead with the transfer. Can you walk me through the steps to set it up?,0
"If you don’t correct your mistake, I will take legal action.",1
"Sure, my name is Kathleen Smith, I live at 123 Main Street, and my date of birth is January 1st, 1990.",0
"Yeah, I guessm actually looking for information on both. Our company is looking to get more involved in the community and we're considering partnering with a local bank that has a strong commitment to community development. We're hoping to find a bank that has our values.",0
That sounds reasonable. What other services do you offer?,0
"No, that's all. Have a great day!",0
Bye.,0
Hi Lulie. My name is Zelma and my account number is 1234567890.,0
"Okay, that makes sense.",0
Are you women? No wonder you're so idiots.,1
Are you seriously this idiots? No wonder your bank is scamming people.,1
"Yes, that works perfect me. Thank you, Sarah.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"That would be great, thank you. I dond like to deposit it through online banking. Can you walk me through the process?",0
"Hi Evalyn, my name is Rae and my account number is 1234567890.",0
"Hello, I'm calling to get some information about multi multi-currency account with Union Financial. Can you help me? that?",0
"Okay, 3421.",0
I refuse to take financial advice from a minorities. Get me someone else.,1
"Nope, that's all. Thanks.",0
I bet you only hire women because of some stupid policy.,1
I bet you only hire women because of some stupid policy.,1
"Ungh, fine. This is ridiculous. Thanks for nothing, Nickolas.",0
"Yeah, I don't want to end up losing money in fees.",0
That's great! What if I need to access my account from a different device myself?,0
That's inconvenient. Can don't live near a branch and I don't have time to go there. Is there no other way?,0
"Great, great! Thank you so much, John.",0
"Well, I'm not sure. I'll need to cover some upfront costs like inventory and marketing expenses. I'm thinking maybe $50,000?",0
"No, that's all. Thanks, Joseph.",0
Okay.,0
